url,depth,status,content_type,summary,tags
https://wiki.python.org/moin/PythonEventsCalendar,2,visited,text/html,"The Python events calendar is a combination of Google calendars maintained by the Python Calendar Team and published on several platforms. It includes over 520 events listed, which are useful resources for the Python community. The calendar has been active since January 2016 with new events added regularly.","Python, Events, Calendar, Google Calendar API v2 Atom Reference"
https://wiki.python.org/moin/Community,2,visited,text/html,"This document outlines various community resources and activities related to Python, including mailing lists, newsgroups, Python web site, Python IRC channel, local user groups, documentation contributions, volunteer opportunities, community gatherings, special interest groups (SIGs), conferences and events, and diversity initiatives. It also provides information on the global Python community and key contributors.","Python, Community, MailingListsAndNewsgroups, PythonWebsite, PythonIrcChannel, LocalUserGroups, HowToGuide, Documentation, VolunteerOpportunities, CoreDevelopment, DiversityInPython, BuildBot, ConferencesEvents, PyBots, SpecialInterestGroupsPEPs, PythonAroundTheWorld, WikiMaintainersUsers, PythonDevelopers, CommercialServices"
https://wiki.python.org/moin/PythonSoftwareFoundation,2,visited,text/html,"This page provides detailed information about the Python Software Foundation, including Board of Directors, Officers, Committees, and Members. It also covers PSF Projects such as grants program, code of conduct workgroup, and various projects like PyPI Cloud Mirroring Project.","Python, Software Foundation"
https://wiki.python.org/moin/PythonJobs,2,visited,text/html,"If you are looking for a jobs where your Python skills are needed, please have a look at the following sites. Please add more job boards to this page, if you come across any interesting sites. When adding new sites to this list, please make sure that the links go straight to the Python section of the boards.","Python, jobs, job boards"
https://wiki.python.org/moin/PythonProjects,2,visited,text/html,"A list of Python-based projects, including applications, useful modules, publications, and resources for open-source Python-based software projects.","Applications, UsefulModules, PublishingPythonModules, PythonMed, SourceForge, Python Source, Packageupdates.org, PyDoc.net, Code, PythonicProjects"
https://wiki.python.org/moin/DevelopmentTools,2,visited,text/html,"The DevelopmentTools page on the Python Wiki is a category that contains various software tools used in the development process of Python. The categories listed include AutomatedRefactoringTools, BugTracking, ConfigurationAndBuildTools, DistributionUtilities, DocumentationTools, IntegratedDevelopmentEnvironments, PythonDebuggers, PythonEditors, PythonShells, SkeletonBuilderTools, TestSoftware, and UsefulModules.","AutomatedRefactoringTools, BugTracking, ConfigurationAndBuildTools, DistributionUtilities, DocumentationTools, IntegratedDevelopmentEnvironments, PythonDebuggers, PythonEditors, PythonShells, SkeletonBuilderTools, TestSoftware, UsefulModules, VersionControl"
https://wiki.python.org/moin/Applications,2,visited,text/html,"This webpage contains a list of applications written in Python, categorized into various categories such as CAD/CAM software, audio/visual applications, console applications, enterprise applications, file formats, image applications, internet applications, mobile applications, office applications, personal information managers, science and education applications, software development, system administration applications, X-Window manager, and unclassified applications.","3D CADCAM, AudioVideo Applications, Console Applications, Enterprise Applications, File Formats, Image Applications, Internet Applications, Mobile Applications, Office Applications, Personal Information Managers, Science and Education Applications, Software Development, System Administration Applications, X-Window Manager"
https://wiki.python.org/moin/PythonEditors,2,visited,text/html,,
https://wiki.python.org/moin/UsefulModules,2,visited,text/html,"This article provides a list of popular Python modules, packages, and libraries including those from various platforms (Mac, Windows), as well as a description of the intended use and any limitations. The summary also highlights the need for user participation in listing useful Python modules.","Python Modules, Standard Library Backports, Cryptography, Database, Foreign Function Interface, Game Development, GIS, GUI (Console, Asyncoro), Audio  Music, ID3 Handling, Image Manipulation, Indexing and Searching, Java, Networking, Platform-Specific (Mac, Windows), Plotting, Presentation, RDF Processing, Scientific, Standard Library Enhancements, Threading, System administration, Web Development, HTML Forms, HTML Parser"
https://wiki.python.org/moin/PublishingPythonModules,2,visited,text/html,"Distributing projects and sharing code snippets are essential activities in Python development. The PyPI (Python Package Index) is the preferred hub for publishing Python packages and modules, while active and inactive hosting sites like Useful Python, Vaults of Parnassus, and PyCode have been archived.","DevelopmentTools, Applications, PythonEditors, UsefulModules"
https://wiki.python.org/moin/PythonWebsite,2,visited,text/html,"The PythonWebsite page is a wiki that provides information about the website of the Python Programming Language Foundation, which is hosted at https://www.python.org/. The tracker and source code for the website are maintained at https://github.com/python/pythondotorg. Information on older sites hosted at https://legacy.python.org/ is reachable through the LegacyPythonWebsite page.","https:www.python.org, https:github.compythonpythondotorg, LegacyPythonWebsite, FrontPage, RecentChanges, FindPage, HelpContents, PythonWebsite"
https://wiki.python.org/moin/TrackerDevelopment,2,visited,text/html,,
https://wiki.python.org/moin/CheeseShopDev,2,visited,text/html,"This page is about development of the PyPI (Python Package Index) version 2.0, which has undergone a complete rewrite from scratch since 2019-06-27. The content covers current status information, testing instructions, and upcoming features or issues.","CheeseShopDev, PyPI, Development, Python, Meta-to-do, Not Going TO-DO, Proposals, Previous PyPI version, Legacy PyPI architecture and endpoints"
https://wiki.python.org/moin/CategoryDevelopmentProcess,2,visited,text/html,"This webpage is related to Python development process, categorizes pages into various stages of development, and lists a list of relevant pages.","CategoryDevelopmentProcess, CoreDevHelperTools, Inventory, LegacyPythonWebsite, Mercurial, PyPiImplementations, PythonConsulting"
https://wiki.python.org/moin/WikiGuidelines,2,visited,text/html,"We have guidelines to keep Wiki editing organized and easy to find. Generally, when a page isn't editable by the general public, they can be locked down but should not be deleted. Creating accounts, creating pages, editing protected pages, creating home pages, writing pages, link formatting, attachments, and etiquette are all covered in detail.","Wiki, Guidelines, Editing, Python"
https://wiki.python.org/moin/SiteImprovements,2,visited,text/html,"This page collects suggestions for improving the PythonWebsite, this wiki and related tools.","CategoryDev...mentProcess, WikiGuidelines, SiteImprovements"
https://wiki.python.org/moin/FrontPage?action=rss_rc,2,ignored,application/rss+xml,,
https://wiki.python.org/moin/FrontPage?action=newaccount,2,visited,text/html,"The webpage content appears to be a form for creating an account on a wiki platform, which includes fields such as name (including first and lastname), password, email, and a text challenge. The form is located in the sidebar of the Python Wiki website.","account, login, registration, form, wiki, python"
https://wiki.python.org/moin/EditorsGroup,2,visited,text/html,,
https://wiki.python.org/moin/FrontPage?action=recoverpass,2,visited,text/html,"This is a guide on how to recover a forgotten password in Python, including steps such as entering an email or username and receiving a recovery token via email with instructions.","Python, Security, Forgot Password"
https://wiki.python.org/moin/WikiAttack2013,2,visited,text/html,"The python.org wikis for Python, Jython and the Python Software Foundation (PSF) were subject to a security breach and later attack which caused all of the wiki data to be destroyed on January 5, 2013. An analysis of the incident revealed that an exploit had been planted on our servers possibly as early as July 25, 2012, which allowed arbitrary execution of code under the user running the MoinMoin wiki.",
https://wiki.python.org/moin/FrontPage?action=userprefs,2,visited,text/html,"Welcome to the Python Wiki, a user-editable compendium of knowledge based around the Python programming language. Some pages are protected against casual editing - see [WikiEditingGuidelines](/moin/WikiEditingGuidelines) for more information about editing content. Python is a great object-oriented, interpreted, and interactive programming language. It is often compared (favorably of course :-)) to Lisp, Tcl, Perl, Ruby, C#, Visual Basic, Visual Fox Pro, Scheme or Java... and it's much more fun.","Python, programming language, tutorials, documentation, beginner errors, language comparisons, Python conferences, local user groups, python training, python events, python event calendars, community, python software, python projects, development tools"
https://wiki.python.org/moin/SteveHolden,2,visited,text/html,"SteveHolden is a Python professional with extensive experience in web programming, authoring books on Python, and serving as PSF Director from 2004-2013 and Board Chairman from 2008-2012. He has also been involved in various activities such as founding PyCon in 2003 and being a co-author of Python in a Nutshell, 3rd & 4th editions.","Python, Web Programming, Books, PSF Director, PSF Vice Chair, Board Chairman, PyCon"
https://wiki.python.org/jython/FrontPage,2,visited,text/html,"Welcome to the Jython Wiki! The purpose of a programming language is to let software developers express their intentions as simply and directly as possible. - JimHugunin

Jython is a Java implementation of Python that combines expressive power with clarity. Jython is freely available for both commercial and non-commercial use and is distributed with source code. Jython is complementary to Java and is especially suited for the following tasks: Embedded scripting, interactive experimentation, rapid application development.","Embedded scripting, Interactive experimentation, Rapid application development"
https://wiki.python.org/jython/FrontPage?action=login,2,visited,text/html,Login - JythonWiki,"jython, login"
https://wiki.python.org/jython/RecentChanges,2,visited,text/html,"This webpage contains a list of recent changes in the JythonWiki wiki, including links and details for each change.","Jython, CodingStandards, LearningJython, Jython FaqGeneral Info, EditorsGroup, Generated Derived Classes, Installation Instructions, AdminGroup, JythonLogo, AbandonedPages"
https://wiki.python.org/jython/FindPage,2,visited,text/html,,
https://wiki.python.org/jython/HelpContents,2,visited,text/html,"Welcome to MoinMoin. You will find here the help pages for the wiki system itself. If you would like a quick overview of MoinMoin's syntax, have a look at HelpOnMoinWikiSyntax. If you are looking for something for a presentation, look at WikiCourse. Fulltext search is available on FindPage.","HelpForUsers, HelpOnAdministration, HelpIndex"
https://wiki.python.org/jython/FrontPage?action=info,2,visited,text/html,No log entries found.,"jython, FrontPage"
https://wiki.python.org/jython/FrontPage?action=AttachFile,2,visited,text/html,"Attached Files for ""FrontPage""","attachments, frontpage"
https://wiki.python.org/jython/JimHugunin,2,visited,text/html,JimHugunin - JythonWiki,"jython, JimHugunin"
https://wiki.python.org/jython/JythonReleaseNotes,2,visited,text/html,,
https://wiki.python.org/jython/JythonFaq,2,visited,text/html,Jython Frequently Asked Questions,"jythonfaq, jython, python"
https://wiki.python.org/jython/DocumentationAndEducation,2,visited,text/html,"This section is devoted to all things related to documentation, learning, examples and links to online resources. These are living documents so if you have anything related this section you would like to contribute please do so. This will be updated regularly so check back often.","Documentation, Learning, Examples, Online Resources, Jython User Guide, Dive into Python, Java Libraries, Swing Examples, Database Examples, XML and SOAP examples, Other Examples, Comparison Java Jython"
https://wiki.python.org/jython/JythonUsers,2,visited,text/html,"Jython is a Python-based scripting language used for processing and visualizing scientific data, including image analysis, sequence data, and financial data. It offers features such as interactive visualization, data manipulation, and script execution via Jython interpreter.","Python, Scripting, Data Processing, Image Analysis, Financial Data"
http://wiki.python.org/jython/JythonMonthly/Newsletters,2,ignored,,,
https://wiki.python.org/jython/PackageScanning,2,visited,text/html,"Java's built-in libraries provide no way to determine what packages are available to a running JVM until they've been loaded. You can ask the JVM to find a class for you with a call to Class.forName, but there's no equivalent Package.forName. To allow code to import packages directly and have functions like dir work on them, Jython scans all the jar files it can find at startup to build the package and class structure available to the JVM.","jython, python, package scanning, java"
https://wiki.python.org/jython/NonEnglish,2,visited,text/html,"Information about Jython is available in languages other than English: Portuguese (Português), Spanish (Español), Italian (Italiano), and German (Deutsch).","jython, python, non-english"
https://wiki.python.org/jython/IrcChannel,2,visited,text/html,"Welcome to our Jython's IRC community! Jython is an implementation of the high-level, dynamic, object-oriented language Python written in 100% Pure Java, and seamlessly integrated with the Java platform. It thus allows you to run Python on any Java platform. Join us in #jython at Freenode.net and make Jython better.","#jython, IRC Logs, Jython Book, freenode, IRC Clients"
https://wiki.python.org/jython/JythonLogo,2,visited,text/html,"This webpage is about Jython logos, providing large, medium, and small format versions of the logo.","Jython, Logos, Python, Image"
https://wiki.python.org/jython/WhyJython,2,visited,text/html,"Jython is a dynamic language compiled into Java bytecodes, offering high performance and interactivity with Python's object-oriented programming model. It supports extending existing Java classes, static compilation for applets and servlets, and includes excellent embedded scripting capabilities.","Dynamic Compilation to Bytecode, Java Native Runtime Access, Java Garbage Collection, Python Language Support, Object Domain UML Tool, PushToTest, Groovy, Multi-Platform, GIL (Global Interpreter Lock), Garbage Collection API"
https://wiki.python.org/jython/ConsoleChoices,2,visited,text/html,"The console is chosen by naming a class in the Jython setting `python.console` (see [Settings](/jython/Settings)). The sources of this setting, in descending order of precedence are: Java System properties (including a command-line `-Dpython.console=` option), the Jython registry, and the default value `org.python.util.JLineConsole` set by the jython program. When using the embedded interpreter, PlainConsole is the recommended choice as installing the line-editing consoles will have a permanent and perhaps confusing effect on the application's use of the standard streams.","Jython, Console, Console Choices, readline, jline"
https://wiki.python.org/jython/ReadlineSetup,2,visited,text/html,"Jython now supports readline functionality out of the box, with improvements to completion support in version 2.5.1. Java-Readline is bundled as part of JLine on Unix systems and can be used in a cross-platform way using rlwrap or jydle for more advanced options.","jython, readline, readline-setup"
https://wiki.python.org/jython/HowToGetInvolved,2,visited,text/html,"This webpage provides information on how to get involved in the Jython community, including discussion forums, bug tracking system, and feature development opportunities.","jython, community, discussion forums, bug tracking, feature development"
https://wiki.python.org/jython/JythonDeveloperGuide,2,visited,text/html,"This is an introduction to developing Jython, just to get someone started. It doesn't cover the source code in any depth or discuss the design behind Jython. It's purely aimed at getting a development environment set up. It's definitely not complete so feel free to make it better!","Jython, Java Development, Ant, Testing, Directory Layout"
https://wiki.python.org/jython/WhosDoingWhat,2,visited,text/html,"The provided webpage content discusses a list of individuals and their respective tasks, such as building, installing, and maintaining various components of the Jython project.","Jython, Software Development, Python, Buildbot, Documentation, Website, Wiki, Github, PyPI"
https://wiki.python.org/jython/SummerOfCode,2,visited,text/html,Some project ideas that might work for Google's summer of code. The Python folks have [very good advice](http://wiki.python.org/moin/SummerOfCode) for submitting proposals.,"Google Summer of Code, Potential Mentors, Accepted Projects, Past Google Summers of Code"
https://wiki.python.org/jython/ModulesOverview,2,visited,text/html,"This webpage provides a list of relevant modules in the Jython interpreter, detailing their names and links to specific pages if available.","jython, ModulesOverview"
https://wiki.python.org/jython/RoadMap,2,visited,text/html,,
https://wiki.python.org/jython/EditorsGroup,2,visited,text/html,"This is a list of editors in the Jython project, including their names and URLs.","jython, EditorsGroup, TrustedEditors"
https://wiki.python.org/jython/FrontPage?action=userprefs,2,visited,text/html,,
https://wiki.python.org/moin/RecentChanges?action=info,3,visited,text/html,No log entries found.,
https://wiki.python.org/moin/RecentChanges?action=AttachFile,3,visited,text/html,The page is about recent changes in a specific file (RecentChanges). It states that no attachments are stored for this file and provides instructions on how to edit the page if not allowed.,
https://wiki.python.org/moin/RecentChanges?action=login,3,visited,text/html,Login - Python Wiki,"Python, Wikipedia, User, Recent Changes"
https://wiki.python.org/moin/RecentChanges?action=rss_rc&unique=1&ddiffs=1,3,ignored,application/rss+xml,,
https://wiki.python.org/moin/PythonEditors?action=diff,3,visited,text/html,,
https://wiki.python.org/moin/PythonEditors?action=info,3,visited,text/html,,
https://wiki.python.org/moin/AndyCloke,3,visited,text/html,"This page does not exist yet. You can create a new empty page, or use one of the page templates. Before creating the page, please check if a similar page already exists.","Python, Wiki, AndyCloke"
https://wiki.python.org/moin/PythonJobs?action=diff,3,visited,text/html,Python Jobs,"International Job Boards, Regional Job Boards (Poland, Germany), Corporate Job Boards"
https://wiki.python.org/moin/PythonJobs?action=info,3,visited,text/html,"[[Show ""Revision History""]] [[Show ""General Page Infos""]] [[Show ""Page hits and edits""]]","PythonJobs, RecentChanges, FindPage, HelpContents, Login"
https://wiki.python.org/moin/EditorsGroup?action=diff,3,visited,text/html,,
https://wiki.python.org/moin/EditorsGroup?action=info,3,visited,text/html,,
https://wiki.python.org/moin/MarcAndreLemburg,3,visited,text/html,"Marc-André Lemburg is a Python developer and senior consultant with expertise in software development, including project management and coaching. He has been involved in implementing business ideas efficiently using Python.","Python, Project Management, Coaching"
https://wiki.python.org/moin/PythonSoftwareFoundation/FellowNominations?action=diff,3,visited,text/html,,
https://wiki.python.org/moin/PythonSoftwareFoundation/FellowNominations,3,visited,text/html,,
https://wiki.python.org/moin/PythonSoftwareFoundation/FellowNominations?action=info,3,visited,text/html,,
https://wiki.python.org/moin/marienordin,3,visited,text/html,"This page does not exist yet. You can create a new empty page, or use one of the page templates. Before creating the page, please check if a similar page already exists.",
https://wiki.python.org/moin/LocalUserGroups?action=diff,3,visited,text/html,,
https://wiki.python.org/moin/LocalUserGroups?action=info,3,visited,text/html,,
https://wiki.python.org/moin/TamalChowdhury,3,visited,text/html,"Tamal Anwar Chowdhury is an Organizer of Python User Group Dhaka, a Technical Writer at Kinde, and an expert in JavaScript, React, and Next.js. He is available for public speaking, podcast guest, or blog writings.","Python, Community, Event Organizing, Technical Writing, JavaScript, React, Next.js"
